,train_image,train_mask,val_image,val_mask,test_image,test_mask
28,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Colon_1821.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Colon_1821.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Breast_907.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Breast_907.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Cervix_1188.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Cervix_1188.npy
29,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Colon_1913.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Colon_1913.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Breast_575.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Breast_575.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Breast_235.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Breast_235.npy
30,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Breast_575.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Breast_575.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Colon_812.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Colon_812.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Testis_2373.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Testis_2373.npy
31,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Colon_812.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Colon_812.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Esophagus_1252.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Esophagus_1252.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Colon_733.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Colon_733.npy
32,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Bile-duct_1518.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Bile-duct_1518.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Breast_452.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Breast_452.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Breast_663.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Breast_663.npy
33,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Breast_452.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Breast_452.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Adrenal_gland_1267.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Adrenal_gland_1267.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Cervix_1180.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Cervix_1180.npy
34,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Bladder_1603.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Bladder_1603.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Liver_2199.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Liver_2199.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Stomach_2335.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Stomach_2335.npy
35,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Liver_2199.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Liver_2199.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Prostate_2361.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Prostate_2361.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Bile-duct_1448.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Bile-duct_1448.npy
36,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Prostate_2361.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Prostate_2361.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Thyroid_2566.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Thyroid_2566.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Liver_2061.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Liver_2061.npy
37,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Liver_2239.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Liver_2239.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Liver_2239.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Liver_2239.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Breast_564.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Breast_564.npy
38,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Breast_235.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Breast_235.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/HeadNeck_2160.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/HeadNeck_2160.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Kidney_810.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Kidney_810.npy
39,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Colon_2711.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Colon_2711.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Breast_235.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Breast_235.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Testis_2378.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Testis_2378.npy
40,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Colon_733.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Colon_733.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/HeadNeck_2148.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/HeadNeck_2148.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Ovarian_2117.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Ovarian_2117.npy
41,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Breast_663.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Breast_663.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Adrenal_gland_1314.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Adrenal_gland_1314.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Bile-duct_1272.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Bile-duct_1272.npy
42,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Adrenal_gland_1138.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Adrenal_gland_1138.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Testis_2531.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Testis_2531.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Lung_911.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Lung_911.npy
43,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Stomach_2453.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Stomach_2453.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Breast_663.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Breast_663.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Thyroid_2413.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Thyroid_2413.npy
44,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Breast_564.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Breast_564.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Bladder_1671.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Bladder_1671.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Colon_1675.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Colon_1675.npy
45,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Esophagus_1971.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Esophagus_1971.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Bile-duct_1448.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Bile-duct_1448.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Esophagus_1082.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Esophagus_1082.npy
46,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Bile-duct_1480.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Bile-duct_1480.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Breast_564.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Breast_564.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Esophagus_1834.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Esophagus_1834.npy
47,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Colon_2679.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Colon_2679.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Lung_1050.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Lung_1050.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/Breast_505.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/Breast_505.npy
48,/data114_2/shaozc/CellHE/PanNuke/Fold3/images/fold3/images/Ovarian_2303.png,/data114_2/shaozc/CellHE/PanNuke/Fold3/masks/fold3/masks/Ovarian_2303.npy,/data114_2/shaozc/CellHE/PanNuke/Fold1/images/fold1/images/Cervix_1785.png,/data114_2/shaozc/CellHE/PanNuke/Fold1/masks/fold1/masks/Cervix_1785.npy,/data114_2/shaozc/CellHE/PanNuke/Fold2/images/fold2/images/HeadNeck_1994.png,/data114_2/shaozc/CellHE/PanNuke/Fold2/masks/fold2/masks/HeadNeck_1994.npy
